;;PROCESO GESTIÓN DEL TALENTO HUMANO;;;;;;;;;;;;;;"Código: FGN-AP01-F-182
 
 Versión: 01";;;;;;;;;
43;2/12/2025;3 - NOROCCIDENTAL;Antioquia;"Patio, cocineta.";Fiscalía San Rafael ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian desniveles sin demarcar.;Se sugiere demarcar desniveles.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
44;2/12/2025;3 - NOROCCIDENTAL;Antioquia;Archivo.;Fiscalía San Rafael ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian cajas de archivo almacenadas superando el último nivel de la estantería.;Se sugiere almacenar cajas de archivo sin superar el último nivel de la estantería.;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
45;2/12/2025;3 - NOROCCIDENTAL;Antioquia;Baño mixto.;Fiscalía San Rafael ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia filtración de agua en el piso del baño.;Se sugiere la reparación y mantenimiento para control de filtraciones.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
46;2/12/2025;3 - NOROCCIDENTAL;Antioquia;Archivo.;Fiscalía San Rafael ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia mobiliario, cajas, entre otros elementos que no se encuentran en uso.";"Se sugiere implementar jornada de orden y aseo para una adecuada clasificación y orden de los elementos, además solicitar el retiro de los elementos que no se encuentran en uso.";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
47;3/5/2025;3 - NOROCCIDENTAL;Antioquia;"Paredes y techo de la sede.
Puerta de ingreso a la oficina de la Fiscal Local
Oficina Fiscal Local";Fiscalía Cocorna ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian humedades en la pared.
Se evidencia puerta de madera con orificios y desgaste.
Se evidencia vidrio quebrado.";"Se sugiere tramitar con el área de mantenimiento y administración de sedes el mantenimiento a las humedades, el cambio de la puerta en
mal estado y el vidrio quebrado";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
48;3/5/2025;3 - NOROCCIDENTAL;Antioquia;Ingreso a la sede.;Fiscalía Cocorna ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian escaleras sin cinta antideslizante ni pasamanos en uno de los costados;Se sugiere instalación de la cinta antideslizante y pasamanos faltante.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
49;3/5/2025;3 - NOROCCIDENTAL;Antioquia;Oficinas.;Fiscalía Cocorna ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian estanterías sin anclar a piso o pared;Se sugiere anclar estanterías.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
50;3/5/2025;3 - NOROCCIDENTAL;Antioquia;"Puestos de trabajo.
Oficina fiscal local";Fiscalía Cocorna ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;"Se evidencia cableado sin canalizar en los puestos de trabajo.
Se evidencia enchufe sin tapa de protección";"Se sugiere canalizar cableado.
Se sugiere instalar tapa de protección faltante.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
51;3/5/2025;3 - NOROCCIDENTAL;Antioquia;Oficinas.;Fiscalía Cocorna ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian cajas y sillas que no se encuentran en uso;Se sugiere tramitar con el supervisor de contrato de aseo la sensibilización en orden y aseo a los colaboradores que prestan servicio en las sedes de FGN.;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
52;3/5/2025;3 - NOROCCIDENTAL;Antioquia;Oficinas.;Fiscalía Cocorna ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencian luminarias fundidas;"Se sugiere realizar el cambio de
lámparas en mal estado.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
53;3/5/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina de la Fiscal, pasillo ingreso a la Sede CTI.";Fiscalía Gaula Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Desprendimiento de enchape en algunas zonas de la sede.;Se sugiere el cambio de enchape u resane de las mismas.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
54;3/5/2025;3 - NOROCCIDENTAL;Antioquia;Oficina asistente de Fiscal;Fiscalía Gaula Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;(Desajuste o desprendimiento de tapa).;Se sugiere cambio o ajuste de tapa;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
55;3/5/2025;3 - NOROCCIDENTAL;Antioquia;Escaleras de acceso de Fiscalía a CTI o viceversa;Fiscalía Gaula Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Escaleras sin cinta antideslizante.;Se Sugiere la instalación de la cinta antideslizante.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
56;3/5/2025;3 - NOROCCIDENTAL;Antioquia;Primera oficina del cubículo o área de trabajo del CTI;Fiscalía Gaula Rio Negro ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";II;Se Evidencia conexión directa de extensión eléctrica al tomacorriente y extensión envuelta “enrollada” estando conectada.;"Se Sugiere el colocarle macho a la extensión eléctrica.
Se Sugiere charla especifica en uso adecuado de las extensiones eléctricas, distribución y almacenamiento de estas” para los servidores.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
57;3/7/2025;3 - NOROCCIDENTAL;Antioquia;Zona de entrevista Forense para menores de edad.;Fiscalía CAF Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se identifica Humedad en pared 80 cm (alto) por 1.20 de ancho (Aproximadamente);Se sugiere el resane u control de dicha humedad.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
58;3/7/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo;Fiscalía CAF Rio Negro ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";II;Se identifica desajuste y/o desprendimiento de toma eléctrico.;Se sugiere el cambio o el ajuste de dicha toma eléctrico;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
59;3/11/2025;3 - NOROCCIDENTAL;Antioquia;Paredes y techo de la sede.;Fiscalía San Francisco ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian humedades en el techo.
Se evidencian grietas en las paredes.";"Se sugiere tramitar con el área de mantenimiento y administración de sedes el mantenimiento a las
humedades y grietas.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
60;3/11/2025;3 - NOROCCIDENTAL;Antioquia;Ingreso al baño.;Fiscalía San Francisco ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia desnivel sin demarcar;Se sugiere demarcar desnivel.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
61;3/11/2025;3 - NOROCCIDENTAL;Antioquia;Ingreso a la sede.;Fiscalía San Francisco ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian escaleras sin cinta
antideslizante.";"Se sugiere instalación de la cinta
antideslizante.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
62;3/11/2025;3 - NOROCCIDENTAL;Antioquia;Oficina Fiscal Local.;Fiscalía San Francisco ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se evidencia cableado sin canalizar en los puestos de trabajo y Rack.;Se sugiere canalizar cableado.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
63;3/11/2025;3 - NOROCCIDENTAL;Antioquia;Oficina asistente de fiscal.;Fiscalía San Francisco ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia archivador que no se encuentran en uso;Se sugiere realizar jornada de orden y aseo para retirar elementos que no se encuentran en uso;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
64;3/13/2025;3 - NOROCCIDENTAL;Antioquia;"1. Paredes de las oficinas de la unidad local y seccional.
2. Archivo unidad seccional.
3. Cocineta unidad seccional";Fiscalía Sonson ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se    evidencian    humedades    en    las paredes.
Se    evidencia    ventana    sin    vidrios completos.
Se evidencia techo con viga
desprendida.";"Se sugiere gestionar con el área de mantenimiento de sedes las reparaciones en el inmueble (humedades, vidrio y techo)";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
65;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Pasillo y archivo de la unidad seccional.;Fiscalía Sonson ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian desniveles sin demarcar.;Se sugiere demarcar desniveles.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
66;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Escaleras de acceso a la sede y escaleras de caracol para acceder a la oficina piso.;Fiscalía Sonson ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencian escaleras sin cinta antideslizante ni pasamanos en uno de los costados.;"Se sugiere gestionar con el área de mantenimiento de sedes la instalación de cintas antideslizantes y con la administración de sedes y propietario del inmueble la instalación de los
pasamanos faltantes.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
67;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Unidad Seccional y Unidad Local.;Fiscalía Sonson ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia almacenamiento de cajas por   encima   de   la   última   división   de estanterías.
Se evidencian estanterías sin anclar a piso o pared.";"Se sugiere utilizar estanterías y archivadores existentes para el almacenamiento de cajas y documentos.
Se sugiere anclar estanterías existentes.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
68;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Puestos de trabajo de las unidades local y seccional.;Fiscalía Sonson ;"CONDICIONES DE SEGURIDAD - ELÉCTRICO (CABLES O CONEXIONES DEFECTUOSAS - CONTACTO CON ALTA, MEDIA Y BAJA TENSIÓN - ESTÁTICA)";III;Se   evidencia   cableado   suelto   en   los puestos de trabajo.;Se sugiere canalizar cableado.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
69;3/13/2025;3 - NOROCCIDENTAL;Antioquia;"Cocineta, archivo y baño del fiscal de la unidad seccional.";Fiscalía Sonson ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencian insumos de oficina que no se encuentran en uso (sillas, mesas, computadores).";Se sugiere tramitar con el área de bienes el retiro de los elementos de oficina que no se encuentren en uso.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
70;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Unidad Local.;Fiscalía Sonson ;FÍSICO 1 - ILUMINACIÓN (DEFICIENCIA - EXCESO - REFLEJO DE LUZ);III;Se evidencian plafones sin bombillas;Se sugiere instalar bombillas faltantes.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
71;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Oficina del fiscal local;Fiscalía Nariño ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia humedad y hongos en la pared;"Se recomienda realizar mantenimiento y revisión a la humedad y hongos de la pared de la oficina del fiscal local, ya que se tiene como dato que la vivienda de la parte trasera fue construida en un nivel superior teniendo como
base arena o tierra.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
72;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Entrada oficina del fiscal local;Fiscalía Nariño ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia desnivel en el piso;Se recomienda realizar mantenimiento y revisión al desnivel del piso ya que al momento de abrir la puerta esta no abre por completo y queda atascada.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
73;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Entrada puerta principal tipo garaje;Fiscalía Nariño ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;Se evidencia desnivel en el piso;Se recomienda realizar mantenimiento y revisión al desnivel del piso ya que al momento de abrir la puerta esta no abre por completo y queda atascada.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
74;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Área de almacenamiento del cuarto de aseo;Fiscalía Nariño ;"QUÍMICO - LÍQUIDOS ÁCIDOS, BASES, CORROSIVOS";III;"Se evidencia productos químicos – líquidos (productos
para el proceso de limpieza y";"Se recomienda solicitar al proveedor de limpieza y desinfección las etiquetas de los productos químicos que no cuentan con ella,";"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
75;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Área de almacenamiento del cuarto de aseo;Fiscalía Nariño ;"QUÍMICO - LÍQUIDOS ÁCIDOS, BASES, CORROSIVOS";III;"Se evidencia productos químicos – líquidos (productos para el proceso de limpieza y
desinfección) sin ordenar.";Se recomienda solicitar al proveedor de limpieza y desinfección o a la FGN realizar el almacenamiento adecuado de los productos químicos (estanterías y  separados por su peligrosidad.;"Coordinador sede,
Supervisor aseo ";;;;;;;;;;;;;;;
76;3/13/2025;3 - NOROCCIDENTAL;Antioquia;Cuarto o área de archivo;Fiscalía Nariño ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"Se evidencia almacenamiento de cajas por encima de la última división de la estantería como también por fuera de
las cajas archivadoras.";Se sugiere utilizar archivadores y estanterías disponibles para almacenar las cajas que se encuentran por encima del último nivel de las estanterías;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
77;3/17/2025;3 - NOROCCIDENTAL;Antioquia;Entrada principal de la Sede CTI-Rio Negro;Fiscalía CTI Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Se identifica Humedad y goteras.;Se sugiere mantenimiento del impermeabilizante del techo o cambio en su ruana o canoa;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
78;3/17/2025;3 - NOROCCIDENTAL;Antioquia;"Pasillo de la sede, hacia nueva oficina.";Fiscalía CTI Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;Se evidencia Humedad avanzada en piso.;Se sugiere el mantenimiento y control de dicha humedad.;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
79;3/17/2025;3 - NOROCCIDENTAL;Antioquia;Cubículo al ingreso de portería principal de la Sede.;Fiscalía CTI Rio Negro ;"FÍSICO 1 - RADIACIONES NO IONIZANTES (EXPOSICIÓN PROLONGADA A RAYOS SOLARES, EXPOSICIÓN A VIDEOTERMINALES, INFRARROJA)";II;"Se evidencia exposición a rayos solares en horas de la tarde. (1.30 pm a 5:00 pm,) aproximadamente.";"Se sugiere Mampara movible, para la protección de las radiaciones no ionizantes.";Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
80;3/17/2025;3 - NOROCCIDENTAL;Antioquia;Parqueadero;Fiscalía CTI Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";III;"No uso de espejos convexos, - no se evidencio señalización Velocidad máxima (10 km) - Daño de 2 lámparas de las 3 que hay en parqueadero.";"Se sugiere la instalación de señalización de velocidad máxima permitida de 10 (km),
Se sugiere mantenimiento a las 2 lámparas que presentan daño.
Se sugiere la Instalación de espejo convexo.";Comité de seguridad vial ;;;;;;;;;;;;;;;
81;3/18/2025;3 - NOROCCIDENTAL;Antioquia;"Oficina fiscal, ubicada en Segundo piso al fondo mano izquierda (Unidad local)";Fiscalía Rio Negro ;"CONDICIONES DE SEGURIDAD 1 - LOCATIVO
 (ALMACENAMIENTO DE MATERIALES - CAÍDA DE OBJETOS - CONDICIONES DE ORDEN Y ASEO - ESTRUCTURAS EN MAL ESTADO - PISOS CON DIFERENCIA DE NIVEL - PISOS DESLIZANTES - SIN PASAMANOS - SUPERFICIES DE TRABAJO)";II;"Se identifica ventana que no cierra ni ajusta, y permite el ingreso de agua (lluvia) a la oficina, en parte donde cae dicha agua, se encuentra red eléctrica. )";Se sugiere el arreglo a dicha ventana;Mantenimiento y Administración de Sedes.;;;;;;;;;;;;;;;
